Types	TFBgnID	Tchr	Tbeg	Tend	QFBgnID	Qchr	Qbeg	Qend	w1118_f_ac	w1118_f_dg	w1118_f_ge	w1118_f_go	w1118_f_hd	w1118_f_re	w1118_f_tx	w1118_f_wb	w1118_m_ac	w1118_m_dg	w1118_m_ge	w1118_m_go	w1118_m_hd	w1118_m_re	w1118_m_tx	w1118_m_wb	oreR_f_ac	oreR_f_dg	oreR_f_ge	oreR_f_go	oreR_f_hd	oreR_f_re	oreR_f_tx	oreR_f_wb	oreR_m_ac	oreR_m_dg	oreR_m_ge	oreR_m_go	oreR_m_hd	oreR_m_re	oreR_m_tx	oreR_m_wb	dpse_f_ac	dpse_f_dg	dpse_f_go	dpse_f_hd	dpse_f_re	dpse_f_tx	dpse_f_wb	dpse_m_ac	dpse_m_dg	dpse_m_go	dpse_m_hd	dpse_m_re	dpse_m_tx	dpse_m_wb
Conserved	FBgn0086347	2L	10491814	10506779	FBgn0247374	4_group3	6298360	6316617	329.520278263793	3227.08308866606	1032.01443490233	404.739590543326	234.57492301754	847.073593252724	480.943901393743	556.794017420247	283.544789421609	3420.85716112395	500.496664862426	300.142974488925	240.768714261949	204.730785120503	429.321987272321	574.62700837965	298.376704986308	3788.83481034242	678.688504247833	387.028063847863	305.933063578795	737.105576025688	514.595999639679	651.540998175799	347.15062979723	3392.07385556788	1035.18053388064	380.756150837516	273.475269724979	528.812939428847	771.986999729297	594.012680255851	196.773946458208	1610.88766895417	432.633731506766	281.895634491369	514.575787439515	455.775628075081	445.587275508294	255.757594466261	2022.00719083354	2108.01487500275	218.577859526084	433.395368867092	469.466245354514	1009.03877699164
Conserved	FBgn0032261	2L	10507081	10508032	FBgn0079344	4_group4	2720182	2721016	97.7736888053129	73.9822962832574	61.650151373104	74.3819711402812	75.1488622741022	71.4073227885756	66.7238930108702	82.2592143472218	84.8906506189466	72.8981579869039	92.6335743420765	255.557503520731	74.7052061083127	93.5727437622405	77.2513167435218	110.009052813015	90.1814136187134	76.3500554415766	79.3918311520473	60.6195250507111	72.2947353074029	73.2302035396946	80.2041899926994	65.6671444036095	92.9282205473747	60.3342633768463	76.3987909678867	298.511435275876	63.7896253024646	85.3908276303924	86.9586405228347	108.692977266092	109.661279891137	96.4888276943527	106.614109235252	88.6757676539161	121.746938643836	179.781728863366	103.628698162255	113.104762708673	90.6743927837406	79.0100975119568	95.4579782202069	95.1285275948765	143.221506455796	85.0088579438785
Conserved	FBgn0032262	2L	10507859	10510453	FBgn0080308	4_group4	2720952	2723295	359.636070303239	5.34728832003146	27.7115559405021	359.707950985217	104.605969720096	128.754350864053	92.5460819167225	220.564692576858	217.759923654427	5.81568370368838	47.0396814062175	24.6860017165745	32.8122018099599	187.743739601538	21.8445601463098	59.9339907538724	561.480171868309	10.7571721045937	151.603971801736	347.653850764441	141.525199953875	323.252739748802	141.582787829567	246.062049354199	170.289048607003	6.2839107060302	57.0404693008838	23.937217710955	34.257418662497	164.561653901405	33.0200422679673	39.6472341795065	629.973196664648	27.9854602033051	394.459879790121	242.854499820481	190.748384123408	251.912702282208	358.335520257347	181.487791295915	7.22296264579097	297.241375398404	122.780598778461	76.5921259713071	76.4610184071944	129.365459404771
Conserved	FBgn0267828	2L	10510672	10517218	FBgn0080321	4_group4	2723747	2730110	4967.90756880715	1361.52066750502	1538.84550750861	161.99204582325	1988.16371904448	1340.64920316602	1324.48283714137	816.910438328656	7442.30335123806	2073.57846146059	1551.54447216453	87.4175439571212	2024.20138772526	2812.00325850378	1126.99556536656	1628.86833928571	5652.12193058309	2028.42272063403	2030.50722910437	167.32291925879	1588.59847705276	972.722620504486	978.235905809368	859.346698418674	8719.18799321512	1803.48569588249	1450.94902622963	76.8574955306005	1763.64608950785	3960.01089202032	1053.19482204344	1625.08119897863	3177.38732898591	954.435275704155	342.611219523815	1041.06026974257	1489.98473744044	1101.8796975164	652.866446967042	4755.0741464627	1248.59703531536	79.8608278408509	1285.09142103595	1936.45910114825	1188.95281460189	797.796175957661
Conserved	FBgn0010398	2L	10517335	10519269	FBgn0079348	4_group4	2730165	2731846	22.8927337374634	16.8687137515602	17.5249145414555	87.7072712631775	29.1957217580921	14.9793358685483	16.583287099501	58.0693094845784	16.8679346184807	12.3441135232402	20.2633226807532	163.869272973318	32.3844354321945	15.362764104575	23.0113045065889	42.5600810577632	15.2403279017459	24.1089907002398	18.3922480657658	99.9989689924644	33.506057658951	12.4695970276949	21.1937257534398	69.1457998095688	19.7290600516927	23.1330163174169	21.5268369080092	234.25813652489	29.991216574732	15.0005917633854	26.2423789059074	63.605845426794	25.0648396524656	36.6354304498962	97.8771729746249	20.9229564700424	24.5988222683968	17.331629488271	47.178823535229	18.8930576211731	21.3529901603763	55.1065013374536	23.8629355841052	26.5384911060828	17.0477828789345	40.7174523929552
Conserved	FBgn0032264	2L	10527572	10531778	FBgn0079358	4_group4	2743847	2746433	761.526782386964	249.932803732086	978.225110333945	173.084137292949	449.726038348792	237.37719007777	348.255887898909	144.06094796828	1417.29293989709	464.810353831733	854.613147449939	175.51176144918	275.514457014373	99.7865566577749	188.653493255609	291.264324110686	1076.56047506786	420.053025545853	1531.12564794068	78.2336352949524	252.963656538507	802.48171724827	263.056713632735	209.822199733	1913.23774970467	559.638799855118	1003.31253756218	111.565296289439	352.421913709202	96.2166506099937	284.744829832194	234.734644425727	1232.72214113292	366.816944034096	287.879092187258	704.996005350682	3366.70300854872	338.703826070758	353.47121859141	1113.0891887776	331.538475882781	98.1516820647004	335.823360027203	322.509226983358	217.370300018488	336.678479896705
Conserved	FBgn0005278	2L	106903	114432	FBgn0075438	4_group2	10309	18135	3074.36994045414	921.558738786902	845.5386968604	3027.19153401877	1735.32662982867	1545.851578307	1658.67067318537	2400.94406076284	3379.14375279657	708.319490762733	1795.84904194049	346.066576082989	1867.93307746172	3237.41704274831	1993.37976864478	1270.78093715128	2574.34862903289	702.773883928688	818.453218572716	2237.32977531081	2017.55217537357	2023.13177202698	1860.28722838128	1666.7919058266	3071.23219448829	840.38264310712	1681.36068434644	337.339474077684	2032.75836232328	4562.06498201951	1895.64906292111	1349.1520593368	4670.57118295401	895.740668820374	2677.23137431508	2396.53239468182	1870.45192731322	1847.03804778653	2525.76450737008	2974.00033035026	847.182440181524	373.1225805308	1903.41586971757	2166.05497385164	1482.44934612669	1117.76933073023
Conserved	FBgn0032289	2L	10724203	10728740	FBgn0079583	4_group4	2939537	2944577	0	0	10.4337223216653	0	0.212913429879034	0	0	0	0	0	3.85401672678815	0.403035220232513	0	0	0	0	0	0	1.77101954872007	0	0.274558986093573	0	0.30269733443076	0	0	0	0	0.268301391394862	0.43848794104713	0	0	0	2.79659230949773	0	0.14925106393582	1.25981235286246	0.77129042939583	5.57380036856471	0.335380924223918	1.71540256306108	0	0.755430508826183	2.207061151804	1.88568634194965	4.15087630601274	2.05082386928853
Conserved	FBgn0032290	2L	10728978	10730302	FBgn0079593	4_group4	2944832	2946028	69.9978345997998	70.7437620991303	76.3953148542591	62.5520587904054	80.8426646111389	82.4897095473405	95.7674443146895	60.8406216246494	70.3251748550981	69.4418094621661	88.021684707072	333.735979932002	88.2395862971635	74.6810296491436	102.211352735383	121.46829973477	89.1824918424028	88.4165530456122	88.9067321002956	87.5176252597677	117.890711464628	84.2618427088235	128.923384449408	88.3886165304647	60.6054627587304	108.679637746676	108.342386444278	478.947680770384	148.142245184035	74.2629062439761	122.814503342638	158.397014254508	130.595718197834	94.1435525776435	189.634508452603	136.80086356639	111.36776576716	162.424797279941	140.68774579696	151.653038784559	129.78266891843	336.135684705855	156.045671454728	150.216296699875	157.774151086338	172.188417084595
Conserved	FBgn0032291	2L	10730255	10731356	FBgn0074359	4_group4	2946022	2947138	0.676812490010582	0.157261283987816	1.97456664172901	0.240113236966525	0.149161653884628	1.725306556996	1.96079836686283	0.388423263364189	3.11260621397313	1.25812085176923	3.5865453046414	1948.7244222383	1.24022723606651	0.665464262474103	2.47401217218682	353.253503324053	0.853936827027927	0.35959642412269	0.444374827769	0.157771612630745	0	0	0.440038228465203	0	2.95968377448132	0	0.712632572299203	1919.90124308089	0	0	1.13838515090008	323.754035142639	0.554463217298817	0	0.131464053126942	1.59363731432593	0	2.08282327394938	0	1.22971162847954	3.01513741869092	1023.19219944947	6.3075358422879	17.2798261277565	4.85923620585038	307.888048631676
